0.49952,0.44664,0.49625,0.49952,0.48581,0.49952,0.44273,0.48711,0.50082,0.48646,0.49952,0.44469,0.50409,0.49821,0.4845,0.49952,0.45252,0.51649,0.49952,0.48124,0.49952,0.45709,0.49821,0.49952,0.4956,0.49952,0.45839,0.51714,0.49821,0.47993,0.49952,0.46492,0.50866,0.49821,0.47732,0.49952,0.46362,0.49364,0.49821,0.48842,0.49952,0.46427,0.49691,0.49952,0.49691,0.49952,0.46949,0.51779,0.49952,0.50539,0.50082,0.46884,0.52302,0.49821,0.49625,0.49952,0.46949,0.53868,0.49952,0.50866,0.49952,0.46949,0.508,0.49952,0.48385,0.50082,0.46688,0.54325,0.49952,0.51322,0.49952,0.46949,0.49756,0.49952,0.508,0.49952,0.46949,0.51975,0.49952,0.49038,0.49821,0.47014,0.50343,0.49952,0.48973,0.49821,0.47341,0.50017,0.49952,0.50604,0.49952,0.47406,0.55304,0.49952,0.49168,0.49952,0.46884,0.54717,0.49952,0.49952,0.49952,0.4708,0.52693,0.49952,0.51061,0.49952,0.46427,0.52106,0.49821,0.508,0.49952,0.47014,0.52497,0.49952,0.50017,0.50082,0.46557,0.53411,0.49952,0.49952,0.49821,0.46427,0.52758,0.49952,0.52432,0.49952,0.46819,0.52367,0.49952,0.5191,0.49952,0.46884,0.53476,0.49952,0.4956,0.49952,0.46557,0.5191,0.49952,0.49299,0.49952,0.47014,0.53346,0.49952,0.48907,0.49952,0.46819,0.55043,0.49821,0.48581,0.49952,0.46688,0.51518,0.49952,0.49234,0.49952,0.47014,0.50539,0.49952,0.4845,0.49952,0.46949,0.51322,0.49952,0.48777,0.49952,0.47014,0.5204,0.50082,0.49691,0.49952,0.46688,0.51322,0.49952,0.49691,0.49952,0.46884,0.53672,0.49952,0.50931,0.49952,0.46819,0.53281,0.49952,0.48581,0.49952,0.47014
0.54651,0.49952,0.5191,0.49952,0.46688,0.53672,0.49952,0.49495,0.49952,0.47275,0.54651,0.49952,0.50082,0.49952,0.48842,0.53738,0.49952,0.48581,0.49952,0.50278,0.52758,0.49952,0.48581,0.49952,0.48581,0.52693,0.50082,0.49299,0.49952,0.49821,0.52889,0.49952,0.48646,0.49952,0.47863,0.5204,0.49952,0.49038,0.49821,0.48255,0.56283,0.49952,0.4956,0.50017,0.49038,0.56414,0.49952,0.52758,0.49952,0.49168,0.54782,0.49952,0.50931,0.49952,0.48255,0.56283,0.49952,0.48189,0.49952,0.50539,0.59939,0.50082,0.48581,0.49952,0.4956,0.51322,0.49952,0.49234,0.49952,0.50213,0.52563,0.49952,0.48907,0.49952,0.48711,0.54978,0.46688,0.49625,0.49952,0.49168,0.50082,0.50017,0.48711,0.49821,0.49168,0.52758,0.49952,0.48907,0.49821,0.48124,0.57654,0.49756,0.49429,0.49952,0.47863,0.58698,0.25866,0.48973,0.49952,0.49495,0.58437,0.39508,0.49952,0.49821,0.48777,0.5798,0.41335,0.48907,0.49821,0.49299,0.58307,0.44469,0.50539,0.49952,0.48385,0.72667,0.43163,0.50474,0.49952,0.49234,0.71623,0.41466,0.50409,0.49952,0.49429,0.71362,0.43816,0.50866,0.49952,0.50082,0.59808,0.43685,0.49299,0.49952,0.48842,0.50343,0.44991,0.49821,0.50082,0.49038,0.49821,0.43294,0.50604,0.49952,0.48255,0.49821,0.43424,0.53215,0.49952,0.49756,0.49821,0.45252,0.49625,0.50082,0.49691,0.49821,0.4473,0.52171,0.49821,0.49691,0.50082,0.45056,0.52302,0.49821,0.48973,0.49952,0.45709,0.51779,0.49952,0.49234,0.49821,0.46166,0.51649,0.49952,0.50343,0.49952,0.46884,0.51584,0.49952,0.48907,0.49952,0.46492,0.51257,0.49952,0.48777,0.49952,0.46688
0.52106,0.49952,0.48907,0.49821,0.46623,0.52889,0.49952,0.49234,0.50082,0.47014,0.50866,0.49952,0.50343,0.49821,0.46884,0.51127,0.49952,0.49038,0.49821,0.47145,0.50278,0.49952,0.50213,0.49952,0.47406,0.50996,0.49952,0.49038,0.50082,0.46884,0.51518,0.49952,0.48973,0.49952,0.47014,0.50213,0.49821,0.50931,0.49952,0.47341,0.49429,0.49952,0.50082,0.50082,0.46949,0.53542,0.49821,0.50409,0.49952,0.46884,0.53738,0.49952,0.51192,0.49952,0.46884,0.51388,0.49952,0.50474,0.49821,0.46492,0.53476,0.49952,0.51975,0.49952,0.46819,0.51845,0.50082,0.4956,0.49952,0.46819,0.50474,0.49952,0.51714,0.49952,0.46884,0.52497,0.49952,0.50017,0.49952,0.46949,0.54064,0.49952,0.48842,0.49952,0.4708,0.51061,0.49952,0.48581,0.49821,0.47145,0.53085,0.49952,0.48842,0.49952,0.46819,0.52889,0.49952,0.49495,0.49952,0.47145,0.53411,0.49952,0.50539,0.49952,0.46949,0.53542,0.49952,0.4956,0.49952,0.47014,0.52693,0.50082,0.50213,0.49952,0.47014,0.55892,0.49952,0.50604,0.49952,0.46688,0.54129,0.49952,0.49299,0.49952,0.4721,0.53281,0.49952,0.48777,0.49821,0.47275,0.54847,0.49952,0.50278,0.49821,0.48516,0.555,0.49952,0.50604,0.49952,0.47928,0.55304,0.49952,0.50539,0.49952,0.47798,0.53542,0.49952,0.51257,0.49821,0.48581,0.54325,0.49952,0.48711,0.49952,0.48189,0.54064,0.49952,0.508,0.49952,0.49038,0.53476,0.49952,0.50017,0.49952,0.50539,0.63007,0.49952,0.48907,0.49952,0.47732,0.54913,0.49952,0.48842,0.49952,0.48973,0.58372,0.49821,0.50343,0.49821,0.50082,0.57393,0.49952,0.48777,0.49952,0.49821,0.53607,0.49952
0.50409,0.49952,0.48646,0.55174,0.49952,0.49364,0.49952,0.48516,0.56805,0.49952,0.51584,0.49952,0.48973,0.555,0.45774,0.49168,0.49821,0.48059,0.57523,0.23973,0.50409,0.49821,0.48581,0.5674,0.42119,0.49691,0.50017,0.49038,0.5674,0.41988,0.508,0.49952,0.47732,0.68881,0.41923,0.4956,0.49952,0.49168,0.71884,0.44338,0.49756,0.49952,0.48711,0.69338,0.45252,0.48711,0.50082,0.47993,0.55696,0.43294,0.48842,0.49821,0.49364,0.49952,0.43816,0.50604,0.49952,0.49625,0.50082,0.45382,0.50735,0.49952,0.49625,0.49952,0.44795,0.50017,0.49952,0.48973,0.49952,0.44991,0.49821,0.49952,0.49168,0.50082,0.45317,0.50604,0.49952,0.50409,0.49821,0.45774,0.50604,0.49952,0.49429,0.49952,0.46035,0.52497,0.49821,0.48059,0.49952,0.46362,0.50539,0.49821,0.48516,0.49821,0.46557,0.50148,0.50082,0.49821,0.49821,0.46688,0.50148,0.49952,0.48777,0.49952,0.46884,0.52302,0.49952,0.49691,0.49952,0.46688,0.51649,0.50082,0.48059,0.49821,0.47145,0.54978,0.50017,0.49364,0.49821,0.4721,0.50082,0.49952,0.48124,0.49952,0.46819,0.50735,0.49952,0.49952,0.49821,0.46819,0.54717,0.50082,0.50213,0.49821,0.48646,0.5426,0.49821,0.47993,0.49821,0.46623,0.51257,0.49952,0.50474,0.49821,0.46623,0.51127,0.49952,0.49038,0.49821,0.47014,0.50278,0.49952,0.48777,0.49821,0.46557,0.50082,0.49952,0.48973,0.49952,0.46557,0.51518,0.49952,0.49495,0.49952,0.46623,0.54195,0.49952,0.48973,0.49821,0.4708,0.52628,0.49952,0.48581,0.50082,0.46949,0.50604,0.49952,0.48255,0.49952,0.47406,0.53085,0.49952,0.50996,0.50082,0.46884,0.54129,0.49952
0.50604,0.50082,0.46623,0.52824,0.49952,0.49429,0.49821,0.46949,0.53411,0.49952,0.50604,0.49821,0.47014,0.52628,0.49952,0.49625,0.49952,0.46819,0.5191,0.49952,0.48973,0.49821,0.47014,0.53672,0.50082,0.49038,0.49952,0.46949,0.55304,0.49952,0.50409,0.49821,0.46623,0.53346,0.49952,0.51127,0.49821,0.47014,0.51584,0.50082,0.48189,0.49821,0.47863,0.52824,0.50017,0.49821,0.49821,0.49168,0.53868,0.49952,0.50213,0.49952,0.48516,0.53411,0.49952,0.48516,0.49952,0.49952,0.56414,0.50082,0.51257,0.49952,0.49234,0.58111,0.49952,0.50539,0.49821,0.48255,0.54064,0.49952,0.4845,0.49952,0.48907,0.56479,0.49952,0.49299,0.49952,0.48711,0.55174,0.49952,0.49821,0.49952,0.50017,0.58046,0.49952,0.51518,0.49821,0.49364,0.51845,0.49952,0.48255,0.49952,0.49495,0.55957,0.49952,0.48777,0.49952,0.49038,0.55174,0.49952,0.50735,0.49821,0.48581,0.53672,0.49952,0.50539,0.49821,0.48385,0.55435,0.49952,0.48516,0.49952,0.47993,0.57523,0.49952,0.48711,0.49952,0.48973,0.51649,0.47928,0.48711,0.49821,0.47798,0.55761,0.24495,0.49168,0.49821,0.49364,0.56479,0.41074,0.51061,0.49821,0.48973,0.58176,0.43033,0.50539,0.49952,0.49168,0.5426,0.44142,0.48581,0.49952,0.49495,0.68424,0.44338,0.48907,0.49821,0.48842,0.71427,0.44795,0.49495,0.49952,0.47863,0.73711,0.44991,0.48842,0.49821,0.49625,0.5798,0.43685,0.51322,0.50082,0.48842,0.51322,0.45774,0.4956,0.49821,0.4956,0.49952,0.45121,0.49625,0.49952,0.47863,0.49821,0.43816,0.49168,0.49952,0.49299,0.49952,0.45056,0.50148,0.49952,0.47993,0.49821,0.45839,0.50409,0.49952
0.47863,0.49821,0.45121,0.508,0.49821,0.49299,0.49952,0.45774,0.52106,0.49952,0.49234,0.49952,0.46035,0.50539,0.49952,0.48907,0.49952,0.46231,0.52106,0.50082,0.49691,0.49821,0.46296,0.49495,0.49821,0.48255,0.49821,0.46492,0.49429,0.49821,0.48124,0.49821,0.46557,0.52497,0.49952,0.50148,0.50017,0.46557,0.49691,0.49952,0.48646,0.49952,0.46688,0.51257,0.49952,0.49821,0.49952,0.46949,0.51192,0.49821,0.48842,0.49952,0.46688,0.48581,0.50082,0.49234,0.50082,0.46884,0.50409,0.49952,0.49952,0.49821,0.46884,0.51061,0.49952,0.50474,0.49821,0.46884,0.50474,0.49952,0.49756,0.49952,0.46949,0.55892,0.50017,0.48907,0.49952,0.4721,0.52367,0.49821,0.48059,0.49952,0.47471,0.52758,0.49952,0.4845,0.49821,0.46688,0.50213,0.50082,0.4956,0.49952,0.46427,0.50017,0.49821,0.49756,0.49821,0.46884,0.508,0.49952,0.48711,0.49952,0.46492,0.49821,0.49952,0.48907,0.49821,0.46819,0.50278,0.49952,0.50017,0.49952,0.46949,0.51779,0.49821,0.49429,0.49952,0.46623,0.5439,0.49952,0.49821,0.49952,0.46492,0.54195,0.49821,0.49429,0.49952,0.47014,0.51975,0.49821,0.51649,0.50148,0.47014,0.53215,0.49952,0.50474,0.49821,0.4708,0.50148,0.49952,0.48581,0.49821,0.46884,0.54064,0.49821,0.50474,0.50082,0.47014,0.5204,0.49952,0.49691,0.49952,0.47145,0.50539,0.49952,0.49625,0.49952,0.46688,0.57785,0.49952,0.48255,0.49952,0.47014,0.51649,0.49952,0.47993,0.49952,0.47145,0.5315,0.50082,0.508,0.49821,0.46949,0.56218,0.49952,0.48385,0.49952,0.46819,0.5426,0.49952,0.48842,0.49821,0.46623,0.54195,0.49952,0.49495,0.49821
0.46819,0.50082,0.50017,0.48711,0.49821,0.46819,0.56871,0.49952,0.48711,0.49952,0.48777,0.51257,0.49821,0.49429,0.49952,0.48646,0.50866,0.50082,0.51061,0.49952,0.49625,0.58111,0.49952,0.47993,0.49952,0.48777,0.57067,0.49952,0.4956,0.49952,0.48255,0.5204,0.49952,0.48973,0.49952,0.47993,0.52106,0.49952,0.47993,0.49952,0.48842,0.58046,0.49821,0.48907,0.49952,0.48646,0.55043,0.49952,0.48059,0.49821,0.4845,0.51714,0.49952,0.50148,0.49821,0.49364,0.57067,0.49952,0.50148,0.50082,0.49625,0.5798,0.49821,0.50148,0.49952,0.48777,0.56349,0.49952,0.49821,0.49821,0.49234,0.53868,0.49952,0.50017,0.49821,0.49234,0.54978,0.49952,0.51584,0.49821,0.48907,0.58764,0.49952,0.50148,0.49952,0.48059,0.51649,0.49952,0.49168,0.49952,0.48385,0.64377,0.49952,0.51388,0.49952,0.49299,0.55304,0.49952,0.50539,0.49821,0.48907,0.56087,0.49952,0.48973,0.50082,0.48711,0.59025,0.33568,0.48907,0.49821,0.49038,0.60265,0.23711,0.51192,0.49821,0.48124,0.55304,0.4114,0.50539,0.49821,0.48907,0.57132,0.40748,0.50409,0.49952,0.49299,0.55174,0.42249,0.49038,0.49952,0.49299,0.60983,0.43751,0.49625,0.49821,0.48516,0.7097,0.41727,0.48907,0.49952,0.48711,0.71753,0.42184,0.49168,0.49952,0.49364,0.68359,0.41727,0.5191,0.49952,0.47863,0.61701,0.43424,0.50604,0.49952,0.48973,0.53672,0.46101,0.51257,0.49821,0.48973,0.49952,0.45513,0.49756,0.49952,0.49429,0.49821,0.45578,0.49952,0.49821,0.4845,0.49821,0.44534,0.508,0.49952,0.50474,0.49821,0.43163,0.4956,0.49821,0.4845,0.49952,0.44469,0.49038,0.49821,0.47667,0.49952
0.45709,0.50539,0.49821,0.50931,0.49952,0.46166,0.52302,0.49952,0.48973,0.49821,0.46166,0.50278,0.49821,0.48581,0.49952,0.46101,0.50409,0.49952,0.49168,0.50017,0.46296,0.50539,0.49952,0.48711,0.49821,0.46427,0.49429,0.49952,0.48777,0.49821,0.46492,0.50931,0.50017,0.47732,0.49952,0.46492,0.51518,0.49952,0.49299,0.49821,0.47014,0.49168,0.49821,0.48124,0.49821,0.46949,0.51192,0.49952,0.4845,0.49952,0.46949,0.52171,0.49821,0.49821,0.49821,0.46492,0.50213,0.49952,0.48255,0.49952,0.4708,0.52889,0.49952,0.47993,0.49952,0.4708,0.53281,0.49952,0.49952,0.49821,0.47275,0.54195,0.49821,0.50017,0.49952,0.46688,0.52106,0.49952,0.49299,0.49952,0.47275,0.52693,0.49952,0.48189,0.49952,0.47667,0.49038,0.49952,0.49364,0.50082,0.47602,0.51975,0.49952,0.50866,0.49821,0.46884,0.51127,0.49952,0.49952,0.49952,0.46557,0.53411,0.49952,0.48711,0.50082,0.46557,0.52693,0.49821,0.49952,0.50017,0.46427,0.50539,0.49952,0.49038,0.49952,0.46427,0.52302,0.49952,0.50082,0.49821,0.46492,0.54064,0.49952,0.50278,0.50082,0.46819,0.51975,0.49821,0.49299,0.49821,0.46623,0.51584,0.49821,0.48711,0.49821,0.47014,0.52758,0.49952,0.50343,0.50082,0.46949,0.53868,0.49952,0.50213,0.49952,0.47014,0.53542,0.50082,0.48973,0.49952,0.46949,0.50409,0.49952,0.48516,0.49952,0.4708,0.5798,0.49952,0.50017,0.49821,0.47145,0.55435,0.50082,0.50474,0.49821,0.46884,0.5426,0.49952,0.49756,0.49821,0.46949,0.53738,0.49952,0.50148,0.49821,0.4721,0.58046,0.50082,0.49691,0.49952,0.47145,0.55239,0.49952,0.50148,0.49952,0.47341,0.54717
0.49952,0.50278,0.49952,0.4721,0.6144,0.49821,0.49495,0.49821,0.47471,0.55761,0.49952,0.49234,0.49952,0.49038,0.52302,0.49952,0.50474,0.50082,0.48777,0.57262,0.49952,0.48777,0.49952,0.48646,0.58111,0.49952,0.51975,0.49952,0.47798,0.52693,0.49952,0.49495,0.50082,0.47928,0.54195,0.49952,0.51322,0.50017,0.49625,0.56414,0.49952,0.49038,0.49952,0.48973,0.54978,0.49952,0.48581,0.49952,0.49168,0.54521,0.49952,0.49952,0.50082,0.47993,0.5785,0.49821,0.49691,0.49952,0.49364,0.53868,0.49952,0.49234,0.49952,0.49495,0.54913,0.49952,0.49625,0.49821,0.49495,0.57589,0.49952,0.48581,0.49952,0.49495,0.55892,0.49952,0.51845,0.49952,0.49625,0.57001,0.49952,0.49625,0.49952,0.47928,0.57654,0.49952,0.51257,0.49821,0.49756,0.59873,0.49952,0.48777,0.49952,0.48581,0.56544,0.49952,0.49691,0.49821,0.48907,0.59482,0.49952,0.49952,0.49821,0.49429,0.58437,0.24429,0.50278,0.49821,0.49495,0.57654,0.28346,0.51257,0.49821,0.49168,0.55108,0.42902,0.51061,0.49821,0.48059,0.61114,0.4238,0.48777,0.49952,0.50409,0.57197,0.42315,0.49168,0.49952,0.48907,0.69208,0.41923,0.50017,0.49952,0.48777,0.71101,0.4238,0.52171,0.49952,0.4845,0.72863,0.44599,0.48973,0.49952,0.47928,0.6503,0.44208,0.51584,0.49821,0.48516,0.54521,0.43033,0.50996,0.49952,0.48124,0.50082,0.4349,0.50735,0.49952,0.48777,0.49952,0.44208,0.50931,0.49952,0.48059,0.49821,0.43424,0.50148,0.49821,0.49299,0.49821,0.44273,0.5191,0.49952,0.48646,0.49952,0.45448,0.51127,0.49952,0.47993,0.49952,0.45317,0.51388,0.49952,0.48711,0.49821,0.45839,0.50866
0.49952,0.49495,0.49821,0.46035,0.52889,0.49821,0.49625,0.49821,0.46296,0.52497,0.49952,0.50017,0.50082,0.46362,0.51975,0.49821,0.49756,0.49821,0.46492,0.4956,0.49952,0.49691,0.49821,0.46688,0.49364,0.49952,0.49691,0.49821,0.47471,0.51518,0.49821,0.48646,0.49821,0.46688,0.50539,0.49952,0.49756,0.49821,0.46949,0.50996,0.49821,0.48581,0.49821,0.46949,0.51779,0.49821,0.49168,0.50082,0.46949,0.49821,0.50082,0.4956,0.49952,0.46949,0.53476,0.49952,0.48842,0.49952,0.46557,0.52628,0.49952,0.49625,0.49952,0.47471,0.51192,0.49952,0.49364,0.50148,0.46949,0.52954,0.49821,0.49625,0.49952,0.46688,0.53215,0.49952,0.48711,0.49952,0.46819,0.52171,0.49952,0.49168,0.50082,0.47145,0.53476,0.49952,0.49756,0.49821,0.46949,0.54717,0.49952,0.48124,0.49821,0.46949,0.52497,0.49952,0.51388,0.49821,0.46427,0.50604,0.49952,0.49038,0.49952,0.46427,0.51257,0.50082,0.49691,0.49952,0.46884,0.55239,0.49952,0.51975,0.49821,0.46884,0.52758,0.49952,0.49952,0.49952,0.47014,0.52367,0.50082,0.51127,0.49952,0.47014,0.52106,0.49821,0.49364,0.49952,0.46688,0.52889,0.49952,0.49495,0.49952,0.4708,0.52497,0.49821,0.50866,0.49952,0.46949,0.58046,0.50082,0.48842,0.49952,0.4721,0.55631,0.49821,0.50082,0.49821,0.46819,0.55761,0.49952,0.51322,0.49952,0.4721,0.51127,0.49952,0.48907,0.49821,0.46623,0.54325,0.49952,0.49821,0.50082,0.46949,0.52824,0.49952,0.48646,0.49821,0.46623,0.56414,0.49821,0.49299,0.49952,0.47341,0.55957,0.49952,0.50931,0.49821,0.47014,0.5439,0.49952,0.48124,0.50082,0.4721,0.51779,0.49952,0.50735
0.49821,0.46949,0.57067,0.49952,0.49038,0.49952,0.50213,0.54325,0.49952,0.50604,0.50082,0.49234,0.54782,0.49952,0.48581,0.49821,0.48059,0.60526,0.49952,0.48385,0.49952,0.48516,0.54717,0.49952,0.49625,0.49952,0.48973,0.5426,0.49952,0.50082,0.50082,0.48907,0.54782,0.50082,0.50409,0.49821,0.49038,0.54717,0.49952,0.49691,0.49952,0.48059,0.54325,0.49952,0.48973,0.49952,0.49364,0.57654,0.50082,0.49495,0.49952,0.49299,0.58111,0.49952,0.48973,0.49952,0.50409,0.56871,0.49952,0.49168,0.49952,0.48973,0.56022,0.49952,0.49299,0.49952,0.48581,0.59743,0.49952,0.49821,0.49952,0.50148,0.59547,0.49821,0.51127,0.49952,0.49299,0.53411,0.49952,0.48973,0.49952,0.49364,0.56479,0.49952,0.50213,0.49952,0.49299,0.57589,0.49952,0.48646,0.49952,0.48516,0.53868,0.49952,0.50148,0.49952,0.47993,0.50082,0.47732,0.50539,0.49821,0.48581,0.55565,0.43555,0.5191,0.49821,0.49299,0.58829,0.2456,0.49495,0.49821,0.48516,0.59351,0.42249,0.50278,0.49952,0.49168,0.56805,0.41009,0.51779,0.49952,0.48711,0.56675,0.41597,0.49756,0.49952,0.47928,0.58568,0.41074,0.49952,0.49952,0.48385,0.70056,0.43555,0.50343,0.49821,0.47667,0.71231,0.42119,0.51779,0.49952,0.49625,0.7208,0.43685,0.51975,0.49821,0.47993,0.63725,0.4486,0.50866,0.50082,0.49234,0.60657,0.44991,0.51322,0.49821,0.49756,0.51649,0.44077,0.52171,0.49821,0.48516,0.49952,0.4486,0.52628,0.49821,0.49495,0.49821,0.45056,0.49168,0.49821,0.51127,0.49952,0.45513,0.508,0.49821,0.48842,0.49821,0.45513,0.51322,0.49821,0.50539,0.49952,0.44664,0.51127,0.49821,0.48255
0.49952,0.44534,0.4956,0.49821,0.49691,0.49821,0.44926,0.49625,0.49821,0.47798,0.49952,0.46035,0.50409,0.50017,0.48516,0.49952,0.46166,0.49691,0.49952,0.48777,0.49952,0.46296,0.52889,0.49821,0.48907,0.50017,0.46101,0.508,0.49952,0.48255,0.49821,0.46296,0.52889,0.49821,0.49038,0.50082,0.46427,0.50148,0.49952,0.48255,0.49952,0.46492,0.49756,0.49821,0.48777,0.49821,0.46557,0.49691,0.49821,0.47732,0.49821,0.46688,0.52758,0.49821,0.47732,0.49821,0.46819,0.50474,0.49952,0.48059,0.50148,0.4708,0.50343,0.50082,0.50539,0.49952,0.46688,0.49691,0.49952,0.48777,0.49952,0.47014,0.51192,0.49821,0.48907,0.49952,0.4721,0.51975,0.50082,0.48581,0.49952,0.46949,0.53999,0.50017,0.50017,0.49821,0.4708,0.53411,0.49952,0.48777,0.49821,0.47275,0.51257,0.49821,0.49299,0.49952,0.4708,0.51257,0.50082,0.48842,0.49952,0.48842,0.4956,0.49821,0.4845,0.49821,0.47014,0.5204,0.49821,0.4956,0.49821,0.46949,0.50996,0.49821,0.48646,0.49952,0.46819,0.50539,0.49952,0.50409,0.49821,0.46557,0.51322,0.49821,0.49952,0.49952,0.46688,0.52758,0.49952,0.48973,0.49952,0.46623,0.51518,0.50082,0.51127,0.49952,0.46949,0.50604,0.49952,0.50866,0.50082,0.47014,0.50539,0.49952,0.49234,0.49952,0.46949,0.49952,0.49952,0.48581,0.49952,0.46623,0.52824,0.49952,0.48516,0.50082,0.47275,0.51388,0.49821,0.50604,0.49821,0.46949,0.51257,0.49952,0.50278,0.49821,0.47341,0.51061,0.49821,0.50866,0.49821,0.46884,0.5204,0.49821,0.49038,0.49821,0.46949,0.52432,0.50082,0.48516,0.49952,0.4721,0.53215,0.49821,0.48646,0.49821,0.46884
0.56675,0.49821,0.48777,0.49821,0.47014,0.5204,0.50082,0.50343,0.49821,0.47014,0.57262,0.50017,0.4845,0.49821,0.47014,0.54651,0.49952,0.48711,0.49952,0.47471,0.555,0.49821,0.49429,0.49952,0.46819,0.54456,0.50082,0.48842,0.49952,0.47014,0.52171,0.49821,0.48711,0.49821,0.47014,0.55631,0.49821,0.51127,0.49821,0.48777,0.53085,0.49821,0.49234,0.49952,0.48124,0.54325,0.49952,0.49821,0.49952,0.50278,0.58437,0.49821,0.49756,0.49821,0.50148,0.53672,0.49952,0.50931,0.49821,0.48516,0.5439,0.49821,0.48777,0.49821,0.48973,0.56479,0.49952,0.48907,0.49821,0.48189,0.53476,0.49952,0.49299,0.49952,0.48711,0.52758,0.49952,0.48581,0.49952,0.48711,0.58111,0.49952,0.50278,0.49952,0.48907,0.54978,0.49952,0.48646,0.49821,0.4845,0.52106,0.49952,0.48907,0.49952,0.49168,0.54651,0.49952,0.50474,0.50082,0.49495,0.54913,0.49821,0.48842,0.49821,0.48842,0.56022,0.49952,0.48842,0.49821,0.47928,0.56022,0.49952,0.49168,0.49821,0.49429,0.55108,0.49952,0.48581,0.49821,0.48189,0.56218,0.49952,0.49038,0.49952,0.48711,0.5439,0.49952,0.48973,0.49821,0.48907,0.53476,0.3298,0.48973,0.49821,0.48842,0.57458,0.28281,0.49364,0.49821,0.47798,0.52367,0.40879,0.49952,0.50082,0.47928,0.55435,0.43751,0.50604,0.49821,0.47863,0.5896,0.42967,0.51192,0.49821,0.48973,0.70187,0.43816,0.49299,0.49821,0.48777,0.70839,0.44469,0.48646,0.49821,0.47993,0.72667,0.44142,0.51388,0.49952,0.49625,0.6614,0.44795,0.51322,0.49821,0.48777,0.54978,0.43359,0.48973,0.49952,0.50017,0.50017,0.42902,0.51257,0.49821,0.49038,0.49952,0.44991
0.49364,0.49952,0.49038,0.49821,0.44599,0.50278,0.50082,0.4845,0.49952,0.45252,0.50017,0.49821,0.48973,0.49821,0.44142,0.50996,0.49952,0.48842,0.49821,0.45644,0.50539,0.49821,0.48907,0.49952,0.45644,0.49495,0.49821,0.48189,0.49821,0.45905,0.50343,0.49821,0.47667,0.49821,0.45905,0.49625,0.49952,0.48973,0.49821,0.46101,0.50539,0.50148,0.50017,0.49821,0.46296,0.49952,0.49821,0.48646,0.49821,0.46427,0.49691,0.49821,0.49756,0.49821,0.46492,0.50866,0.50082,0.49691,0.49821,0.46623,0.49364,0.49821,0.48124,0.49821,0.46623,0.48711,0.49821,0.49168,0.49821,0.46949,0.50866,0.49821,0.48189,0.49952,0.46884,0.53085,0.49952,0.49495,0.49952,0.46949,0.50343,0.49952,0.49429,0.49821,0.47145,0.51649,0.49952,0.49756,0.49952,0.47145,0.51584,0.49821,0.50343,0.49821,0.47341,0.4956,0.50082,0.50082,0.50082,0.47014,0.5674,0.49821,0.47928,0.49952,0.46557,0.508,0.49952,0.48711,0.49821,0.46949,0.51975,0.49952,0.49821,0.50082,0.47471,0.51714,0.49952,0.49234,0.50017,0.46688,0.52563,0.49821,0.48646,0.49821,0.4708,0.52954,0.49952,0.50931,0.49821,0.46492,0.508,0.49821,0.50017,0.49952,0.46884,0.54325,0.50082,0.51779,0.49821,0.46557,0.52889,0.49952,0.51192,0.50082,0.46623,0.53085,0.49952,0.49495,0.49821,0.46427,0.51845,0.49952,0.49038,0.49952,0.46819,0.53738,0.50082,0.51257,0.49821,0.46949,0.49821,0.49952,0.50409,0.49821,0.47145,0.51845,0.49821,0.48385,0.49821,0.47275,0.53738,0.50082,0.48124,0.50082,0.46884,0.54195,0.49821,0.48907,0.49821,0.46949,0.52302,0.49952,0.50539,0.49821,0.46819,0.55043,0.49952
